author,updated_at,like_count,text,public
@dablkspiderman701,2024-04-06T23:21:27Z,0,😂 I wish I kept the names of the idiots on here that said rolly can fight,True
@usuck1883,2024-04-06T23:14:57Z,0,Good brawl-type fight. Not surprised of the end result tho. Pitbull gave Tank fits and Tank already knocked that cocky fool out! 🥊,True
@raymundojimenez4544,2024-04-06T22:51:06Z,0,CRUZ HAVE A PIÑATA  NOW 🪅,True
@AlanMendez-ov1sq,2024-04-06T22:33:59Z,0,"Un ""Chihuahua"" rompiendo una piñata🎉",True
@FreeRek16,2024-04-06T21:58:06Z,0,Cruz just needs that KO power after his opponent is dazed,True
@DjmadnassScrewed,2024-04-06T20:38:41Z,2,Cruz is named Pit bull for a reason  he ready to maul and brawl once the bell rings . Romero rarely covered his face like Cruz and as results got tagged with combo after combo till they had to say Romero no more combos to the face a brutal beating Romero should retire or take some time off to many blows to the body especially the face effects the body i say go spend time with family and relax ur already rich so u dont have to do it for the money,True
@arnoldaustin5745,2024-04-06T20:04:18Z,5,Mexico needed that...Long Live Mexico!,True
@JosephParker-cv5hz,2024-04-06T19:48:04Z,1,"That dude's neck got broke, boxing with coach figaroa",True
@severoguzman3395,2024-04-06T19:29:16Z,0,Asi se demuestra el rig no con la boca los bocones asi quedan,True
@Reefaray,2024-04-06T19:12:40Z,0,Rolly better Rolls his ass into retirement,True
@Logan-nf3fz,2024-04-06T17:30:43Z,0,PBC might as well stand for PitBull Cruz 😂,True
@monster4223,2024-04-06T17:18:32Z,0,That thumbnail had rolly looking like he got hit so hard he couldnt hear 😂,True
@PerfectaRhyme,2024-04-06T17:11:02Z,1,Cruz got robbed on the Davis fight. He need that psrt 2 and knock out Gervonta,True
@robertespinoza7654,2024-04-06T16:54:59Z,0,🎉🎉🎉👏👏👏👏👏,True
@otha1323,2024-04-06T16:39:38Z,0,Yo did not want to there after that hit,True
@MellyMel-tv,2024-04-06T16:34:53Z,0,Every time Rolly swings he leaves his chin out and pitbull capitalizes off it,True
@damonroberts3595,2024-04-06T16:30:57Z,0,Time to stop ✋🏾,True
@w1ntersoldier669,2024-04-06T16:03:21Z,1,rematch against Davis,True
@Jaylockkamwanza-ii8dh,2024-04-06T15:16:30Z,0,That 🤕,True
@joelalvarez1415,2024-04-06T15:00:52Z,0,En 2 minutos PUÑETAAAA👍🏼💪🏽🇵🇷,True
@thaywood6771,2024-04-06T14:50:19Z,0,"He has MND  his team and promoters is annoying the signs. start from Gervonta Tank Davis  fight it will get seriously every blow to head.  to either loss his vision , death or complete paralysis",True
@thaywood6771,2024-04-06T14:38:22Z,0,Rolly Romero made great decision on living the sport .  its not cause he lost . its for is healthy and life.  He is unresponsive after the fights  can't find words to say for good while that look on his face  and he lost is vision as well .  even when lost to Gervonta  same thing happen . Rolly Romero need have medical exam on his brain .  His team and promoters fall back stop looking at him as $$$$$$ bag .,True
@user-pg5ex2qe5b,2024-04-06T14:27:17Z,0,No chin worse than khans chin 😂😂😂,True
@6oot6a6yHuliGan,2024-04-06T14:17:11Z,0,"Now I wanna see rolly say any the fucc thing, that man just dog walked u with brute force, you said u better than gervonta n he outsmarted the same nigga that just beat you into submission",True
@dhlz26,2024-04-06T14:01:49Z,0,this is what happens when mouth hits harder than fist🤣,True
@lbeezy132,2024-04-06T13:53:37Z,0,Maidana 2.0,True
@user-gu8kv7gn1i,2024-04-06T13:47:04Z,0,one day pitbull cruz will beat tank...,True
@mariaellenroque5966,2024-04-06T13:41:04Z,0,Pitbull vs the Monster 👍💪,True
@cmankingcmanking3219,2024-04-06T12:27:14Z,0,Bro how much does this guy make for losing ??,True
@maurofunez3386,2024-04-06T11:36:57Z,1,Give dolly credit!He gave pit bull the opportunity to be able to compete for a belt!Rolly is a g but he dnt duck from any fighter.,True
@JediLantern,2024-04-06T10:34:23Z,0,Lol and romero said he can beat up ryan cañt fight at all,True
@harrymaples3040,2024-04-06T09:56:42Z,0,Cruz beat a 154ber.,True
@calvin.velascoYT,2024-04-06T09:24:56Z,0,They (Rollie's camp)forgot that Isaac Cruz is in the hands of 8 division world champ.,True
@kimstar4638,2024-04-06T07:51:17Z,1,VIVA.AZTLAN,True
@emmanueldixon6624,2024-04-06T06:57:06Z,0,Romero hasn’t been the same since gervonta davis. lol,True
@nathanielsingleton6302,2024-04-06T05:35:04Z,1,Tank need to give Cruz a rematch,True
@thatspideyfan8273,2024-04-06T05:34:20Z,0,this was fun to watch live,True
@victorfernandez4318,2024-04-06T05:33:36Z,0,ROLLY DID THE SAME DANCE TWICE 😂🤣😛😅,True
@9etheredTy6140,2024-04-06T05:14:20Z,0,Why every hit romero took he looked confused of baffled lol,True
@Dmen-gy6bz,2024-04-06T05:12:27Z,1,Tank rematch,True
@robertomurri1278,2024-04-06T05:01:48Z,1,"Pitbull Cruz. Hijo de la chingada! 
👏 👏 👏 😎🔥🇲🇽",True
@douglascarlson9712,2024-04-06T04:17:33Z,1,Kind of reminds me of Mike Tyson,True
@user-bz9kf4jx9z,2024-04-06T04:11:32Z,0,The fact romero got clipped immediatly..recognized he was hurt litterally instantly..was amazing it usually takes a second or 2 be4 you realize youve been hurt.. id honestly like a rematch because romero never got the chance to get started really. He was clipped it happens but to be rocked as bad as he was and still go 7 rounds is a testament to rolly in my oppinion. If you ever been in the ring you know what im saying,True
@dimasrrrolas3305,2024-04-06T04:03:37Z,0,Woow similiar like IRON mike,True
@thotbreakmeek1171,2024-04-06T04:01:53Z,0,Lmfao this a cartoon beat down,True
@dropzone1525,2024-04-06T02:25:30Z,2,PITBULL VS DEVIN TO FIGHT TANK DEVIN WON'T SURVIVE,True
@FMB8,2024-04-06T02:16:31Z,0,Pitbull got that dog in him. Great fighter.,True
@stevemotton8571,2024-04-06T02:14:04Z,1,T ready for tank rematch,True
@user-md7nh7od3q,2024-04-06T02:09:00Z,2,おめでとう,True
@LuccaBraziATM,2024-04-06T02:04:09Z,1,Technically a first round KO,True
@arismontehermoso4704,2024-04-06T02:02:01Z,0,Rolly ' the chuwawa ' romero😂,True
@areallysimpleguy,2024-04-06T01:57:45Z,0,What you gonna do now Rolly? Lol,True
@josealexis7915,2024-04-06T01:49:02Z,0,Ese romero aguanta o Pitbull le dio break,True
@lildeeinthafield4790,2024-04-06T01:04:43Z,0,Thanks to tank this fight was legendary 😂😂💯,True
@GB-vz6hk,2024-04-06T00:59:50Z,0,Lil tyson of mexico,True
@ricardozarza9309,2024-04-06T00:59:41Z,0,Why tf did the ref try to mush ole bois face,True
@ChaceHolliday595,2024-04-06T00:32:15Z,0,"After watching this, Pitbull will lost his next fight. Rolly Got to comfortable, he was tagging pitbull for a while, and PItbull got confused, but Rolly thought he would slow down. Stupid on his part, pitbull is a machine.",True
@fahvm4362,2024-04-06T00:28:24Z,1,Keep strong Rolly. Keep entertain us. We need anti-Hero now. 💪🏻😁✌🏻.,True
@WestsideWillie,2024-04-06T00:16:17Z,1,Happy Easter everybody you guys 😅,True
@reallyill9724,2024-04-05T23:55:22Z,0,Get da lil Indian outa here,True
@Humblebeginnings23,2024-04-05T23:39:03Z,0,"Wow, got way more respect for Tank Davis now. He held the Pitbull with one injured arm. Pitbull is one hell of a fighter 😅",True
@nathanmaguyon5298,2024-04-05T23:27:50Z,0,Viva PitBull Cruz...!,True
@erikherrera3125,2024-04-05T23:18:14Z,0,"Cruz could’ve ended it in the first round if he wanted to, but he wouldn’t have been as satisfied. He wanted to punish Romero few more rounds leading to Championship Victory bc he knew he bagged it",True
@gregoriochacon7993,2024-04-05T23:05:16Z,0,Hahaha he already looks like he knock tf out already during the stare down lol!,True
@user-kl1ei8ji6b,2024-04-05T22:52:06Z,0,30..40 seconds BS !!! They made those big FAT lips BIGGER!!!😂😅,True
@indersindra,2024-04-05T22:50:56Z,0,Celana merah tatapan sok keras,True
@jc3692,2024-04-05T22:29:45Z,0,Cruz is a MF DAWGGGG 😭,True
@sixtoguerrero9988,2024-04-05T22:20:16Z,0,Ese fue el terremoto mexicano!!!!!!!,True
@Floyd12ga,2024-04-05T21:49:36Z,0,This video will forever be on my twitter feed lol,True
@Floyd12ga,2024-04-05T21:48:13Z,0,Dang even Vegas knew lol Vruz was -340,True
@juancenobio3379,2024-04-05T21:03:33Z,0,REMATCH DAVIS NEXT!!!!!,True
@Tavedd,2024-04-05T20:59:36Z,0,The loudmouth got his a$$ whopped down and humiliated like never before HaHaHa😂 weak a$$ its very funny.😅,True
@polloramirez4122,2024-04-05T20:57:21Z,0,🇲🇽,True
@sergiorodriguez1246,2024-04-05T20:48:29Z,0,Vamos Pitbuuuuull,True
@sergiorodriguez1246,2024-04-05T20:48:06Z,0,El Pitbull cruz hoy por hoy no hay rival que aguante sus manos. Si lo agarra al tanque ahora lo deja tirado en la lona.,True
@Bklynsfknbest,2024-04-05T20:37:17Z,0,DId he say Rolly is rolling on inline skates? lol,True
@gambino4305,2024-04-05T20:07:00Z,0,Props for not going down tho.,True
@luissalgado9788,2024-04-05T20:02:12Z,0,Fuckin rolly had me laughing hard af 😂😂😂😂 chicken dance all wobbly lol,True
@GUNZUPMUSIC,2024-04-05T19:51:37Z,0,"I would be excited about the results, but eh! 🤷🏻‍♂️",True
@jesseruiz2337,2024-04-05T19:28:01Z,0,Cruz fights like Mike Tyson.,True
@santos9311,2024-04-05T18:22:31Z,0,what kind of highlights is this? half of the first round and most of the last round only.,True
@kenjimallone2191,2024-04-05T18:16:52Z,0,hey,True
@Mearyeaurng,2024-04-05T18:15:33Z,0,damn... he sure looks like a pitbull,True
@luismoreno5509,2024-04-05T18:02:26Z,0,Viva el Pit bull Cruz.,True
@flytomahawk2327,2024-04-05T17:58:49Z,0,Pitbull is a straight old school brawler with technique. He has a chin and throws bombs.,True
@almasolis8984,2024-04-05T17:40:56Z,0,"Hahaha 😂,  no more chihuahua🐕?",True
@erynwade9936,2024-04-05T17:10:50Z,0,He gave him an 8 piece no sides,True
@joeransom1567,2024-04-05T16:57:28Z,0,Rolly a bum he should of never had this fight he’s trash,True
@RafaelOrtiz-vk6ed,2024-04-05T16:50:03Z,0,Buen peleador!,True
@salvadorjrzuniga9409,2024-04-05T16:03:59Z,0,No wonder Davis doesn’t want to fight him again 🤣,True
@rendanitshishonga3847,2024-04-05T16:03:41Z,0,"They dont call him pitbull for nothing, just savage!!",True
@fabianmanriquez5856,2024-04-05T15:58:09Z,0,"Una vergüenza Romero. Eso le pasó por hocicon, tanto hablo que al final leyeron un baile en el Ring. Realmente mucha habladuria y poco de lo que realmente importa que es demostrarlo en el cuadrilátero.",True
@briancamberos5226,2024-04-05T15:49:18Z,0,The picture they use for the video lmao 🤣 click bait,True
@lalrinkima6712,2024-04-05T15:42:17Z,0,Pitbull,True
@hectorc9892,2024-04-05T15:40:19Z,1,Canelo and pit bull is all we have as Mexican boxers right now. And I’m more than fine with that 💪🙌,True
@nigelo.yazzie9304,2024-04-05T15:31:53Z,0,*928* :,True
@celo.masenko,2024-04-05T15:24:23Z,1,Rolly got hit by that beginning of the fight rocky movies combo,True
@alointaejames7559,2024-04-05T15:06:18Z,0,Rolly does to much talking and barking but he seems to never back it up . His career is heading in the wrong direction.,True
@user-go1ni9xm5r,2024-04-05T14:57:45Z,1,Champion Golden Eagle,True
@citygent4634,2024-04-05T14:48:58Z,0,I called this more than month ago to the Tee it's posted. The box on top of romeros shoulders is just not able to withstand the hard knocks not for lack of heart or training. It just can't withstand it and it resets. It will always happen.,True
@AliasGetBack,2024-04-05T14:48:43Z,0,Tank beat everything out rolly 😂😂😂😭,True
@ataye1,2024-04-05T14:29:52Z,0,I had my mo ney on Cruz he gave tank a run for his money.,True
@sacgaming5121,2024-04-05T14:26:24Z,0,thats how fake champ fight against the real fighters.. ismael barroso beated him if theres no paid referee and judges,True
@sacgaming5121,2024-04-05T14:22:42Z,0,"pitbull punished him for 8 rounds.
Good job pitbull 🎉
Rolly Romero said that pacquiao fighting style is the ugliest but when i've watch this fight his fighting style is the worst 👎
he just beaten by boxer under pacquiao",True
@TheRightlyGuided2029,2024-04-05T14:12:59Z,0,Romero did well to not hit the ground jheeze ❤,True
@Lionofjudah2013,2024-04-05T13:49:53Z,0,Cruz hits extremely hard at 145 and he looks way stronger .. he's small but explosive asf ... Rolly got rocked n it was a wrap,True
@nadyemushota9894,2024-04-05T13:31:02Z,0,Pitbull vs Tank 2. Is the only fight davis doesnt want,True
@mcpassion8752,2024-04-05T13:28:27Z,0,So thats why Gervonta passed 😮,True
@alexissuarez-md6sg,2024-04-05T12:56:55Z,0,Gervonta dead,True
@alexissuarez-md6sg,2024-04-05T12:53:57Z,0,Dead,True
@humble_jaeprinc7615,2024-04-05T12:53:57Z,0,Shout out primo for putting the paws on this goofy,True
@masterchiefy830,2024-04-05T12:22:47Z,0,I love Isaac he is a great guy...,True
@rudylolz9116,2024-04-05T12:07:13Z,0,Gawd damn 😮,True
@shadowfiend6978,2024-04-05T11:55:00Z,0,clown trash  Rolando,True
@truthseeker7967,2024-04-05T11:42:54Z,0,Tank has got to fight PITBULL AGAIN,True
@truthseeker7967,2024-04-05T11:42:06Z,0,Folly carrer is done,True
@TyroneEscandor,2024-04-05T11:11:59Z,0,"Congratulation to fight 
 pittbol",True
@user-ez6xs3bf2o,2024-04-05T11:11:43Z,0,Por bocon,True
@mxchunky8372,2024-04-05T10:11:13Z,0,Not go lie i been watching boxing for years even though cruz punish him rolly still had hurt we all gotta respect rolly for having heart,True
@jeimairuzu7056,2024-04-05T10:11:10Z,0,"If he can go up to 147 and challenged Pacquiao, that would be a great fight. Another filipino and mexican fighter in the ring. 😊",True
@jrealest7025,2024-04-05T09:03:56Z,0,This was lovely to watch,True
@furiousblack1701,2024-04-05T09:01:08Z,0,Pit bull a beast bro.,True
@deads9455,2024-04-05T08:54:01Z,0,Rolly the Chicken dance mero,True
@rcervantes331,2024-04-05T08:33:10Z,0,Respect to both but I think the reff did the right thing he was taking too many hits in the head and hard I hope his brain is ok it’s dangerous no joke we all want to go home safe,True
@istartedajoke1704,2024-04-05T08:01:43Z,0,"So annoying how the agenda is to make it about race and nationality...you dont hear them saying ""heres floyd doing it for the blacks"" but they say pitbull is doing it for the mexican people to make them proud....its boxing..a sport..its not about race.",True
@eduardoochoa337,2024-04-05T07:53:53Z,0,Cruz needs to have his rematch with Davis so he can give him the same treatment he gave to Rolly 😂😂,True
@JBiiGZ,2024-04-05T07:15:17Z,0,That’s what rolly  gets for talking shit to him in that last face off 🤣🤣 pitbull literally told him “imma put these hands on you. Imma show you just how grateful I am of this opportunity”,True
@teamthinkbiginternational475,2024-04-05T07:12:24Z,0,Great job ref!,True
@alpharedwolf,2024-04-05T06:54:56Z,0,"OTRO MARRANO QUE QUIERE GANAR UNA PELEA DE BOX, con solo burlas, insultos y falta de respeto. Rolly you are just a big mouth pig!!!",True
@justcuz75,2024-04-05T06:41:56Z,1,Rolly is a brawler with no chin…. That’s very weird haha,True
@justcuz75,2024-04-05T06:41:11Z,0,Battle of the all talkers… rolly vs broner lemme see it,True
@nestorcastro8099,2024-04-05T06:26:59Z,0,Yo spaghetti legs is crazy 😭😭😭😭😭😭,True
@Gg.giantsfan,2024-04-05T06:22:17Z,0,Everything was cool til I heard “new champion” 😂🤦🏾‍♂️,True
@aj_2tenn,2024-04-05T06:12:15Z,0,Let’s go Cruz,True
@_zn6,2024-04-05T06:08:34Z,0,"Is stupid to box a mexican, let alone make them mad... what a dumbass lol",True
@mikeancajas23,2024-04-05T05:41:25Z,0,the signature Floydrunner move hold and pull,True
@kimstar4638,2024-04-05T05:35:18Z,0,VIVA AZTLAN!,True
@kimstar4638,2024-04-05T05:35:09Z,0,AWESOME,True
@user-ns1tc6xu1t,2024-04-05T05:17:02Z,0,Es todo perro 🐕,True
@ginorogers5668,2024-04-05T05:06:57Z,0,FCK YEA VATO!!!,True
@sergiooliva4268,2024-04-05T04:35:25Z,0,El box mexicano está en buenas manos 🇲🇽,True
@mikek2337,2024-04-05T04:34:05Z,0,Tank barely beat him. Cruz is more skilled than anyone would think. He might even beat Ryan Garcia. Tank koed Ryan but barely beat Cruz.,True
@desmoncarter8214,2024-04-05T04:21:29Z,0,“They were gonna stop it at the end of the last round” 🤣 that’s how you know he sux. Why tf would yall allow a bum in the ring with Cruz in the first place 😂,True
@quentinduhart1791,2024-04-05T04:15:24Z,0,Cruz almost beat gervonte so rolly coming in not taking the guy serious is his demise,True
@bigd7722,2024-04-05T04:12:42Z,0,Such a fuckin badass 1st round !,True
@SomerHollingsworth,2024-04-05T04:08:07Z,0,Actually fucking BONKERS that Rolly was up on the cards,True
@desmoncarter8214,2024-04-05T04:06:08Z,0,Rolly lied on that application 😂,True
@Ramz_-iu7sd,2024-04-05T04:04:20Z,0,Tank just left the chat,True
@MarkfrancisTallion-wn1cf,2024-04-05T04:03:49Z,0,Di ka mananalo jan kay pitbull.,True
@Ramz_-iu7sd,2024-04-05T04:00:59Z,0,Let’s not act like Rolly doesn’t put up good fights 💪,True
@kevin-kf8cn,2024-04-05T03:58:27Z,0,He could have knock him out in n the 1st but he help carry rolly to 8 round just look how he stop swinging at rolly when he seen rolly was wobbly,True
@user-ki7hp6ql3g,2024-04-05T03:54:04Z,0,Ole glass chin is done at a very young age. Very few fighters have ever came back from 2 beating like that.,True
@MarvinD_Plays,2024-04-05T03:26:26Z,0,Its like a fight between BRONER VS MAIDANA LOL. HAHA,True
@saracinbaylosis,2024-04-05T03:22:57Z,0,Romero...chewawaa😂😂😂,True
@proudamerican7662,2024-04-05T03:06:51Z,0,This is why tank wanted nothing to do with the Pitbull,True
@josearmando1718,2024-04-05T03:02:44Z,0,4 millones de vistas en 4 dias 🇲🇽🔥,True
@Quann_Da_Donn,2024-04-05T03:02:06Z,0,Heart of a BEAST ✊🏽🫡,True
@Truth_2Sparks,2024-04-05T02:49:46Z,0,Rolly vs Chris Colbert,True
@AlejandroCruz-fp5pz,2024-04-05T02:42:29Z,0,"PELEA MÁS ARREGLADA,Y LO FINGIDO QUÉ SE VE ROLLY CUANDO HACE A CAERSE😂😂😂",True
@joelbustamanteenriquez3918,2024-04-05T02:26:05Z,0,Como dijo Julio Cesar Chavez le queria pegar una shinga pero se la pegue yo🎉,True
